,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
45,000026.SZ,20120825,20120630,0.166,0.166,3.7777,3.7777,1.338,0.3344,0.9001,-823799.83,66113217.45,496720924.47,1.3443,0.3713,0.3273,4.7319,0.6317,6.571,0.4785,80405532.31,141936991.64,187899926.26,-11992839.893,164105101.267,423948626.16,3414393.19,1482136712.79,1271828828.71,1174570610.64,636498277.1,1851090393.02,2879049673.84,484858028.98,0.1662,3.5499,-0.24,1.2345,0.0772,0.3614,-0.0305,0.4178,4.3915,33.4773,66.5227,27.4968,4.3915,17.56,5.9198,4.0171,-0.0003,94.5809,5.432,9.5661,4.6882,4.63,4.7473,4.577,2.1012,4.115,9.3764,9.154,57.7514,2.3669,2.2268,75.1675,24.8325,35.524,51.4801,48.4287,96.8237,3.1763,-0.0505,1.3669,0.7302,0.9407,0.6151,0.7925,0.9235,-0.0489,351.6832,4.2024,2.1054,559209482.59,5.549,17.7491,95.2484,2.1504,2.1243,0.9275,-3.6883,-17.8218,-17.8218,11.11,-15.856,-15.2537,-17.5364,-24.13,12.4721,-27.8199,-2.2,7.9962,-2.2147,20.4337,20.4337,20.5729,-21.2819,5.1906
46,000026.SZ,20120417,20120331,0.09,0.09,1.8777,1.8777,1.3975,0.2749,0.9235,-1189308.78,36378617.97,247308197.06,1.3796,0.3821,0.3409,2.5746,0.3223,3.2068,0.2427,44947219.44,74427675.99,,33405415.9028,112274914.9528,386626234.92,2814393.19,1384607804.07,1137269889.19,1198081833.64,650753372.59,1731022457.71,2792444107.93,470665326.52,0.0896,3.5777,-0.17,1.1983,0.1715,0.1895,0.0851,0.2859,4.755,33.5326,66.4674,26.8973,4.755,17.3686,5.7215,3.8071,-0.0006,93.9056,6.1147,10.0917,2.5169,2.44,2.602,2.4492,1.154,2.0962,10.0676,9.7968,55.7546,2.2601,2.1735,74.3266,25.6734,37.6532,49.5841,50.3216,96.6283,3.3717,-0.0384,1.2601,0.7921,1.0149,0.6753,0.8653,1.0535,-0.0371,342.544,4.616,1.158,567678638.82,6.2845,17.3686,93.9056,2.5169,2.602,1.154,-8.925,4.6512,4.6512,9.43,1.6473,3.1817,4.2512,0.5411,-26.8037,-11.235,-1.45,3.9288,-1.4491,20.2931,20.2931,20.2931,122.8911,7.9117
47,000026.SZ,20120228,20111231,0.406,0.406,6.5205,6.5205,1.3509,0.3344,0.875,3942082.5,155515717.5,902095183.11,1.5336,0.3961,0.3268,11.5156,1.2438,12.3606,0.9606,186719149.5,240359292.52,318375035.17,-537477220.7012,-258589480.4412,312804756.31,2478393.19,1186737567.09,1017110265.11,1185100590.85,769725400.29,1729805098.31,2580492624.69,474984513.85,0.406,3.5415,-1.04,1.2093,-1.13,0.612,-1.3684,-0.6584,6.2185,35.2236,64.7764,27.1491,6.2185,16.9369,7.6661,2.5461,0.2228,92.7093,7.2894,9.3852,12.0028,12.05,11.7061,9.0152,5.9734,8.3642,12.0028,9.0152,51.8694,2.0777,2.0069,76.3953,23.6047,40.9252,45.9888,53.9046,96.0381,3.9619,-0.2839,1.0777,0.9261,1.1721,0.789,0.9986,1.1652,-0.2726,323.067,5.9734,5.9808,435386577.74,7.4805,21.6123,97.0557,1.5944,1.4017,0.7967,-22.7967,50.9294,50.9294,-197.1429,86.4645,68.8022,69.6537,92.08,-315.7873,54.4072,9.94,18.8479,9.8742,43.8185,43.8185,33.068,-68.3129,9.8742
48,000026.SZ,20111021,20110930,0.35,0.35,4.7709,4.7709,1.3509,0.3082,0.8449,1275420.37,136115634.51,640524113.34,2.0978,0.5378,0.4917,8.3172,0.9668,7.093,0.7484,166486297.67,211216951.34,,-398777369.5006,-427608565.7806,297037290.92,13602273.08,880637029.26,732574934.37,1215772010.98,1031209480.3,1525458385.41,2260747344.42,452917768.73,0.3498,3.506,-0.64,1.1531,-1.1849,0.5378,-1.0153,-1.0887,7.3368,34.1819,65.8181,24.6798,7.3368,15.2224,7.1535,2.3039,0.1146,91.1154,8.8828,11.2717,10.3965,10.48,10.2999,8.4353,5.4906,7.7524,13.862,11.2471,46.3282,1.8632,1.8948,76.634,23.366,47.2808,38.9534,60.9108,78.8522,21.1478,-0.2692,0.8632,1.1559,1.5637,1.0206,1.3806,1.6596,-0.2122,307.608,7.3208,5.4869,437612785.92,8.9678,15.5023,90.0545,3.8039,3.624,2.0519,-23.2775,78.5714,78.5714,-178.2609,123.6713,101.0832,100.5065,121.766,-334.5424,10.4222,-22.17,5.5344,8.7712,48.2095,48.2095,41.5263,15.5644,81.5816
49,000026.SZ,20110817,20110630,0.219,0.219,3.1367,3.1367,1.3509,0.3082,0.714,-1155154.53,87145297.28,411523989.64,2.0542,0.653,0.6187,5.9467,0.6504,4.9387,0.5063,102649992.84,124551984.22,156426638.06,-130212937.701,-236037343.441,294132561.07,3782776.04,803643819.8,505270607.73,1189413925.74,966083039.91,1290020827.84,2132285639.98,401516856.6,0.2189,3.3747,-0.263,1.0223,-0.8022,0.3171,-0.3315,-0.601,6.994,33.4026,66.5974,24.4396,6.994,15.0766,7.0563,2.3068,0.1832,91.6681,8.3279,10.1097,6.6364,6.75,6.7255,5.1185,3.541,4.7684,13.2728,10.237,45.3279,1.8291,1.878,77.4638,22.5362,48.943,37.6893,62.1627,83.1951,16.8049,-0.1129,0.8291,1.2033,1.6493,1.0798,1.48,2.354,-0.0939,286.1324,7.082,3.5338,409669006.39,8.439,15.3614,91.0648,3.7488,3.8789,2.076,-9.3117,28.0702,28.0702,-6675.0,129.2699,100.1044,102.8095,136.97,-11910.9481,15.8563,-25.17,-0.2601,4.699,51.9478,51.9478,53.6455,16.6921,75.0526
50,000026.SZ,20110428,20110331,0.13,0.13,2.1854,2.1854,2.2913,0.4315,0.9241,553870.73,36182833.26,196589837.15,2.1784,0.7323,0.6902,3.3675,0.3337,2.4428,0.2587,47348759.04,60967540.7,,-70901480.0145,-251931580.8545,264749805.28,3592571.42,728663694.27,383110199.05,1184587921.85,956878777.0,1158579011.78,2034163789.09,380318265.74,0.1309,4.6415,-0.16,1.3556,-0.9549,0.2173,-0.2527,-0.898,6.0417,32.0649,67.9351,23.8988,6.0417,14.789,6.9789,2.131,,92.2772,7.7228,9.9441,2.8609,2.86,2.8178,2.573,1.5632,2.2283,11.4436,10.292,43.3009,1.7637,1.8453,76.8242,23.1758,51.4478,35.8213,64.0154,81.4442,18.5558,-0.0564,0.7637,1.3061,1.7871,1.1881,1.6257,3.092,-0.0459,266.8542,6.2528,1.5504,414052115.15,7.8132,14.789,92.2772,2.8609,2.8178,1.5632,-7.4695,62.5,62.5,-300.0,84.4063,86.1126,81.5083,79.3227,-340.7481,2.4567,2.88,-5.501,2.8579,50.2716,50.2716,50.2716,84.2357,77.1561
51,000026.SZ,20110301,20101231,0.377,0.377,6.3474,6.3474,2.2933,0.4315,0.7931,13339388.23,80650794.7,571979725.73,1.9748,0.8884,0.8464,11.9563,1.2217,6.9628,0.8993,100058072.09,149619434.65,211459845.09,-153499613.3343,102739142.7757,236748050.77,2531259.28,909693795.11,296237977.59,1154289543.04,940724276.92,1055522189.4,2197259744.34,343581561.75,0.335,4.5126,-0.35,1.2247,1.8455,0.5333,-0.5471,0.3662,5.2797,32.1201,67.8799,25.6729,5.2797,14.8074,8.1807,2.6848,0.4506,94.3811,5.6223,8.402,9.4901,12.55,8.1432,7.5556,4.7478,6.9292,9.4901,7.5556,47.1559,1.8924,1.9994,78.2145,21.7855,47.3741,41.4013,57.6171,83.9882,16.0118,-0.1021,0.8924,1.1019,1.3917,1.0046,1.2689,3.8965,-0.0857,299.5707,4.7478,4.7464,417124042.42,6.3733,16.5585,95.0097,2.5162,1.9041,1.211,-7.8041,34.1637,34.1637,-206.0606,25.2566,32.9955,34.1428,41.41,-218.6281,-24.2601,57.31,59.8845,77.1099,43.9112,43.9112,46.8835,-13.3725,77.1099
52,000026.SZ,20101021,20100930,0.275,0.275,5.0712,5.0712,0.7695,0.4651,0.8109,7143955.02,61378046.84,384948376.26,1.4145,0.3469,0.3299,8.7838,1.1286,4.9623,0.7722,74287548.0,116943156.59,,-122880008.5995,12660841.4005,179792853.71,9948162.52,780540850.0,686531530.67,658141603.06,360739208.75,957270739.42,1560854604.44,318113380.68,0.2748,3.0417,-0.23,1.2759,-0.0068,0.4691,-0.4929,0.0508,5.4309,30.4466,69.5534,24.1612,5.4309,14.0922,7.4295,2.6396,0.0326,94.1244,5.886,9.2493,9.3027,9.52,8.3328,7.1426,4.1939,6.5341,12.4036,9.5235,55.4258,2.2435,2.2228,70.3231,29.6769,37.5953,50.0073,48.5861,89.6991,10.3009,-0.0669,1.2435,0.7816,0.9716,0.6783,0.8432,0.9586,-0.06,290.229,5.5919,4.1851,417253349.1,6.6098,14.2478,93.4874,3.4473,3.2468,1.5477,-13.0224,43.2292,43.2292,-171.69,27.5983,40.8519,43.2961,30.5611,-171.6918,31.6645,6.09,14.8732,6.0926,42.7315,42.7315,44.8401,55.5313,8.8343
53,000026.SZ,20100817,20100630,0.171,0.171,3.2521,3.2521,0.7695,0.4651,0.8061,5624682.67,36774788.99,245504854.17,1.4786,0.3893,0.3713,6.0499,0.7589,3.2009,0.5125,44751195.21,68534036.21,93876593.66,-32973394.4858,18575215.5142,155900286.06,9916716.3,696540850.0,588179188.73,661822179.48,364919941.7,863099130.43,1474168002.01,316922650.38,0.1701,3.0371,0.004,1.2712,0.0508,0.2749,-0.1323,0.0745,5.2326,30.2789,69.7211,24.3289,5.2326,14.0051,7.677,2.6467,0.0508,94.4807,5.5193,8.4525,5.7608,5.76,4.9966,4.3322,2.6819,3.9212,11.5216,8.6644,52.5833,2.109,2.1494,68.7422,31.2578,40.3554,47.2498,51.3641,88.4135,11.5865,0.0011,1.109,0.878,1.0871,0.7675,0.9502,1.1252,0.001,283.1667,5.3638,2.6802,415331802.75,6.4081,14.8334,95.2646,2.97,2.2245,1.3576,-4.5049,56.8807,56.8807,-98.91,38.1728,50.5116,56.0694,44.44,-98.9099,39.4391,5.93,7.615,5.9295,41.5786,41.5786,38.628,-25.7103,11.9266
54,000026.SZ,20100420,20100331,0.08,0.08,1.6364,1.6364,0.7695,0.4651,0.7172,62191.06,20177497.02,120724236.19,1.4465,0.3915,0.3775,3.1864,0.3881,1.579,0.2597,25676330.17,36002980.65,,-20681970.0025,29318029.9975,150755765.91,16809772.16,695000000.0,564083342.74,639120440.1,337464662.58,811548005.32,1450530727.01,294762866.8,0.0812,2.9482,0.08,1.1823,0.1412,0.1444,-0.083,0.1176,4.9782,29.5897,70.4103,22.9052,4.9782,13.1873,7.202,2.5158,,93.7067,6.2933,8.8244,2.792,2.79,2.7834,2.2917,1.2928,2.0073,11.168,9.1668,53.3074,2.1417,2.1671,67.5621,32.4379,39.4983,47.9135,50.6742,87.6172,12.3828,0.0252,1.1417,0.8522,1.0576,0.741,0.9196,1.133,0.0221,272.4121,5.1712,1.2883,427029639.23,6.3085,13.1873,93.7067,2.792,2.7834,1.2928,4.6623,100.0,100.0,-76.72,92.0688,91.7393,92.8544,93.2823,-76.7214,79.7014,2.83,6.1787,2.8311,44.6177,44.6177,44.6177,18.8263,7.3194
0,000027.SZ,20220422,20211231,0.32,0.32,6.6359,6.6359,0.8319,0.6821,2.6502,288953792.18,1839563641.57,6144159032.68,0.9696,0.9124,0.6924,3.6993,1.3143,0.6802,0.2571,1742571376.11,4672103757.25,8656008244.38,-7030493107.2983,5570028547.1917,17234079201.39,11450671564.18,53235370430.77,46291220001.6,25088909604.8,-835122076.02,2482735159.93,102822539760.21,15853105040.51,0.4474,5.7405,0.9054,3.3323,0.0459,0.9821,-1.4778,1.1708,6.6824,19.4623,80.5377,12.2508,6.6824,0.3701,5.5489,6.3317,-0.8517,94.4802,8.5099,14.7994,5.1122,5.6,4.4182,3.8051,1.7181,3.7115,5.1122,3.8051,62.2932,2.652,2.949,20.2734,79.7266,19.078,51.774,44.0648,33.5645,66.4355,0.1567,1.652,0.5531,0.8511,0.3063,0.4713,0.542,0.0526,114.8607,1.7181,1.7335,65019527405.92,8.7151,0.3524,106.9949,-0.8863,-1.3571,-0.5228,9.7801,-58.9744,-58.9744,-30.4395,3.326,-39.6869,-46.5742,-2.7,-30.4405,-55.2356,1.2809,15.2943,19.349,54.3403,54.3403,91.0931,-145.5644,19.349
1,000027.SZ,20211029,20210930,0.479,0.479,4.3242,4.3242,0.8305,0.671,2.8274,74457597.14,2457920422.87,5187756746.04,1.1057,1.0492,0.7584,2.6542,0.8625,0.4831,0.1708,2511858781.74,4519783332.34,,-10181186457.8383,-261692716.7083,18765182065.7,10463021932.06,47526070134.9,39568450283.67,28719955173.9,2516658905.35,-399402113.73,97632896736.6,16643033879.12,0.5323,5.8486,0.6793,3.4984,0.5422,0.9501,-2.1401,-0.055,13.5376,25.2179,74.7821,12.2005,13.5376,0.3796,5.0231,6.7978,0.0001,87.7897,15.2365,21.9709,6.0448,8.26,5.8671,3.7521,2.3119,4.2518,8.0597,5.0028,60.5026,2.5318,2.8754,20.7498,79.2502,22.6389,48.6783,46.9343,31.0168,68.9832,0.1358,1.5318,0.597,0.9642,0.3742,0.6043,0.7258,0.0421,121.4815,3.0825,2.1022,63261395881.68,15.3215,0.3556,89.4567,1.912,1.6015,0.7304,7.0455,-41.4998,-41.4998,-28.2379,21.5532,-30.5493,-34.9887,34.44,-28.232,-48.4609,3.1881,11.2209,20.7052,39.9505,39.9505,23.689,-34.7309,26.1399
2,000027.SZ,20211029,20210930,0.479,0.479,4.3242,4.3242,0.8305,0.671,2.8274,74457597.14,2457920422.87,5187756746.04,1.1057,1.0492,0.7584,2.6542,0.8625,0.4831,0.1708,2511858781.74,4519783332.34,,-12494647265.25,-2575153524.12,18765182065.7,10463021932.06,47526070134.9,39568450283.67,28719955173.9,2516658905.35,-399402113.73,97632896736.6,16643033879.12,0.5323,5.8486,0.6793,3.4984,0.5422,0.9501,-2.6264,-0.5413,13.5376,25.2179,74.7821,12.2005,13.5376,0.3796,5.0231,6.7978,0.0001,87.7897,15.2365,21.9709,6.0448,8.26,5.8671,3.7521,2.3119,4.2518,8.0597,5.0028,60.5026,2.5318,2.8754,20.7498,79.2502,22.6389,48.6783,46.9343,31.0168,68.9832,0.1358,1.5318,0.597,0.9642,0.3742,0.6043,0.7258,0.0421,121.4815,3.0825,2.1022,63261395881.68,15.3215,0.3556,89.4567,1.912,1.6015,0.7304,7.0455,-41.4998,-41.4998,-28.2379,21.5532,-30.5493,-34.9887,34.44,-28.232,-48.4609,3.1881,11.2209,20.7052,39.9505,39.9505,23.689,-34.7309,26.1399
3,000027.SZ,20210827,20210630,0.3496,0.3496,2.7878,2.7878,0.8305,0.671,2.6982,-66750364.73,1729764119.43,3647351866.93,1.1199,1.055,0.8007,1.6911,0.5764,0.3452,0.1125,1741271367.14,3120175980.77,5238846192.84,-4620462018.5172,1212266634.9528,14832944080.29,10435964024.72,47164945970.49,39909124763.17,27879911932.28,2638462668.38,2556003008.37,96545950748.89,16028345708.04,0.3496,5.6991,0.5711,3.3691,0.182,0.6559,-0.9712,0.2548,14.1509,27.5005,72.4995,13.4695,14.1509,0.3928,5.77,7.3067,,86.8711,16.2219,23.5256,4.0036,6.01,4.1643,2.6456,1.5913,2.9032,8.0072,5.2912,59.4622,2.4668,2.8393,20.2313,79.7687,22.8871,48.8523,46.7259,30.3812,69.6188,0.1235,1.4668,0.6228,0.9565,0.3849,0.5911,0.6986,0.0375,128.2861,3.1826,1.4101,59421059074.45,16.2862,0.341,84.8324,2.7604,2.8467,1.084,26.8331,-41.4601,-41.4601,12.6208,76.8102,-31.9706,-41.4651,104.36,12.6256,-58.1777,0.5505,6.7968,18.8314,50.8818,50.8818,45.0835,133.2844,39.961
4,000027.SZ,20210430,20210331,0.099,0.099,1.1977,1.1977,0.8297,0.671,2.7074,-29504164.13,500531465.83,1514443082.97,1.191,1.1428,0.8926,0.7646,0.2396,0.1585,0.0487,593838558.37,1117012595.54,,-3734099107.9585,2291704841.1515,18626300606.35,10460378189.73,45827631129.61,35877388069.59,24266972105.72,4200568937.87,-2387472661.91,91046092406.05,16072115966.5,0.099,5.7285,0.1444,3.3783,0.8532,0.2348,-0.7849,0.4817,9.9238,26.5792,73.4208,15.3904,9.9238,0.4615,6.6832,8.2457,,89.5779,11.3295,19.6041,1.1893,1.74,1.2637,0.9539,0.4829,1.0804,4.7572,3.8156,62.3596,2.6567,2.9565,21.8001,78.1999,20.2001,50.3345,45.3076,29.3515,70.6485,0.0312,1.6567,0.5506,0.9001,0.3239,0.5295,0.6764,0.0092,138.8527,1.9316,0.4023,57393942567.99,11.3206,0.4615,89.5779,1.1893,1.2637,0.4829,12.0563,124.4898,124.4898,-37.839,107.0411,104.3422,124.5273,136.51,-25.4001,62.351,1.0692,5.3221,8.6604,59.3366,59.3366,59.3366,2911.3062,38.2975
5,000027.SZ,20210430,20210331,0.099,0.099,1.1977,1.1977,0.8297,0.671,2.7074,-29504164.13,500531465.83,1514443082.97,1.191,1.1428,0.8926,0.7646,0.2396,0.1585,0.0487,593838558.37,1114862100.61,,-4279584233.84,1746219715.27,18626300606.35,10460378189.73,45827631129.61,35877388069.59,24266972105.72,4200568937.87,-2387472661.91,91046092406.05,16072115966.5,0.099,5.7285,0.1444,3.3783,0.8532,0.2343,-0.8996,0.3671,9.9238,26.5792,73.4208,15.3904,9.9238,0.4615,6.6832,8.2457,,89.5779,11.3295,19.5664,1.1893,1.74,1.2637,0.9521,0.4829,1.0783,4.7572,3.8084,62.3596,2.6567,2.9565,21.8001,78.1999,20.2001,50.3345,45.3076,29.3515,70.6485,0.0312,1.6567,0.5506,0.9001,0.3239,0.5295,0.6764,0.0092,138.8527,1.9316,0.4023,57393942567.99,11.3206,0.4615,89.5779,1.1893,1.2637,0.4829,12.0563,124.4898,124.4898,-37.839,107.0411,104.3422,124.5273,136.51,-25.4001,62.351,1.0692,5.3221,8.6604,59.3366,59.3366,59.3366,2911.3062,38.2975
6,000027.SZ,20210420,20201231,0.78,0.78,4.2995,4.2995,0.8297,0.671,2.6083,2093470413.51,1890588978.55,5896632544.55,0.9381,0.8984,0.6687,3.0343,0.9995,0.576,0.1946,1971557737.33,6430337253.08,9306088446.82,-7263849729.1006,6650598642.7794,13492868044.03,10350473918.96,48365312711.57,41804425017.95,20928207810.52,-1410429990.69,1323836387.5,90218922242.1,15601088664.8,0.8374,5.6679,1.3016,3.2793,0.2797,1.3517,-1.5269,1.398,20.8632,28.828,71.172,18.2451,20.8632,0.4744,8.3485,9.4222,-0.0614,90.3613,12.7115,31.4373,11.7092,14.57,5.5565,6.1191,4.0609,7.378,11.7092,6.1191,63.3063,2.7253,3.0885,18.742,81.258,18.3481,53.6088,42.0788,31.5586,68.4414,0.2717,1.7253,0.5257,0.7849,0.2898,0.4327,0.5006,0.0858,141.5041,4.0609,3.7912,56524010354.82,22.3019,0.685,103.1923,0.239,0.1678,0.0744,29.3522,116.6667,81.3953,-0.7624,15.7199,98.6815,134.1888,32.36,19.0852,85.6026,-6.7151,18.6763,26.1776,-1.7414,-1.7414,14.2603,-98.4258,26.1776
7,000027.SZ,20201029,20200930,0.8188,0.8188,3.0898,3.0898,0.8301,0.6193,2.6706,2067012597.68,1828274057.0,4772740989.03,0.7797,0.741,0.566,1.9342,0.6829,0.4135,0.1429,2155283827.54,5941882889.96,,-10934116790.6712,-2908882274.0412,16374711182.82,8621759861.91,44428106241.54,37542233721.19,20194084376.12,-6638807033.41,238916608.05,84682505602.16,15651171189.7,0.8188,5.7445,0.9466,3.2899,0.387,1.249,-2.2983,-0.6114,28.4655,32.4692,67.5308,17.036,28.4655,0.392,6.8574,9.7866,,85.3375,17.5426,40.423,11.7302,15.1,5.5057,5.7747,4.0665,6.9551,15.6403,7.6996,63.298,2.7246,3.0986,21.4257,78.5743,18.412,52.4643,42.8984,43.4116,56.5884,0.1494,1.7246,0.5233,0.8177,0.2909,0.4545,0.5379,0.0649,168.2959,5.422,3.7857,50181838796.14,30.8744,0.3555,80.2379,3.0754,2.8642,1.1172,35.3838,127.4444,127.4444,0.5844,15.1822,95.7646,127.4189,16.43,20.6972,87.5565,-5.4543,14.1157,20.7412,-6.8491,-6.8491,9.5502,50.4678,21.2535
8,000027.SZ,20200826,20200630,0.5972,0.5972,1.8477,1.8477,0.8301,0.6193,2.4867,1994624763.56,846438450.26,2630886014.72,0.8604,0.8215,0.6195,1.1968,0.3944,0.2468,0.0872,987535329.37,4116543838.25,5594740981.22,-6353373625.4907,1813584441.8293,10914167923.94,8921035506.5,49702972701.21,41526464399.1,21459572240.13,-4059053095.7,5929113761.74,85706565446.54,14776513248.52,0.5972,5.5141,0.5071,3.106,0.8349,0.8653,-1.3355,0.3812,33.9234,29.9296,70.0704,17.9577,33.9234,0.4165,6.5063,11.0349,,88.7655,13.843,46.8308,9.1178,11.26,2.7165,4.0828,2.9575,4.8766,18.2356,8.1656,65.8869,2.9314,3.2358,23.7061,76.2939,20.3328,57.992,37.6072,41.8171,58.1829,0.083,1.9314,0.4635,0.6485,0.3086,0.4318,0.5168,0.0347,180.7348,5.915,2.8178,50293573098.2,36.121,0.407,86.0597,8.4799,2.0458,2.592,28.6037,175.2074,175.2074,2.4444,-10.5324,122.4163,175.2322,-7.54,22.9231,126.1498,-9.2464,9.8112,7.1288,-15.3658,-15.3658,-18.7943,190.2693,21.7035
9,000027.SZ,20200430,20200331,0.0529,0.0529,0.902,0.902,0.9961,0.7431,2.5704,-1848083.55,211634285.73,955564849.3,0.8128,0.7867,0.5269,0.5096,0.1506,0.1005,0.0353,260653099.39,803071675.86,,-3782187496.2754,5983602075.9146,20629130443.31,9249351809.09,42980898385.34,34069429970.19,19009222065.38,-6435744455.01,-1590942546.74,76363784034.3,13136359135.73,0.0529,6.0105,0.2323,3.3135,1.9376,0.2026,-0.954,1.5093,6.6338,26.7217,73.2783,18.7954,6.6338,0.4304,4.0647,14.3003,,92.711,8.7191,22.4574,0.7003,0.69,0.7065,0.7937,0.2345,0.8089,2.8012,3.1748,68.5785,3.1825,3.3774,26.3075,73.6925,17.8923,56.2844,39.0599,47.1942,52.8058,0.0268,2.1825,0.4094,0.694,0.2609,0.4423,0.558,0.0126,208.2803,0.938,0.2073,48820744675.52,8.8273,0.4304,92.711,0.7003,0.7065,0.2345,25.7508,-42.9957,-42.9957,-47.9964,-29.9711,-36.4148,-42.9914,-18.4,-48.0042,-49.2192,-1.0764,10.54,-0.8622,-9.8136,-9.8136,-9.8136,3737.6982,12.264
10,000027.SZ,20200430,20191231,0.43,0.43,5.2509,5.2509,0.9961,0.7431,2.5174,272872528.72,1428344261.53,6469534577.85,0.5878,0.5595,0.3499,3.3403,1.028,0.5916,0.2298,1832228271.01,4125055208.76,6836273672.09,-2160772461.6755,4584820788.8345,19072964799.71,4190047206.07,39264182960.48,36119960454.02,21924871559.32,-13707725933.08,-2666851745.71,72849036119.49,12926572933.55,0.4291,6.0759,1.3116,3.2606,-0.1153,1.0405,-0.545,1.1565,8.7868,31.0781,68.9219,15.1821,8.7868,0.3769,5.6584,9.1468,-2.0571,91.1984,10.7934,19.8158,6.282,7.76,5.2744,4.5534,2.0191,4.5724,6.282,4.5534,65.0566,2.8618,3.3453,20.3412,79.6588,22.8118,53.898,41.3005,53.1898,46.8102,0.1564,1.8618,0.4812,0.7663,0.3506,0.5584,0.607,0.0832,135.8349,2.0191,1.8779,49844391763.4,11.0295,-1.8961,103.0371,-0.0387,-0.4728,-0.1173,29.1656,152.9412,152.9412,24.4284,87.4677,88.9034,146.3116,116.32,24.43,97.0872,14.2967,12.9748,24.9759,12.358,12.358,-18.1082,-99.0753,24.9759
11,000027.SZ,20191031,20190930,0.432,0.432,3.9803,3.9803,0.995,0.7431,2.5647,142524569.34,1570300264.11,5392994098.12,1.1241,1.066,0.749,2.4154,0.7073,0.4481,0.1766,1985208027.2,3780417395.25,,-6692705117.3443,-2337711655.8843,17212636826.0,4299291358.96,38528378448.04,33461346487.44,22084171425.73,2612204291.95,1388121458.46,72099771124.95,13114078148.48,0.432,6.0438,0.9411,3.3079,0.1321,0.9536,-1.6882,-0.5897,12.2969,34.176,65.824,15.5319,12.2969,1.1024,4.8493,9.5801,,87.4195,14.1871,23.9569,6.3398,6.69,5.8123,4.2314,2.1719,4.4258,8.4531,5.6419,64.1376,2.7884,3.3069,25.2829,74.7171,23.5913,53.4376,41.5534,35.0691,64.9309,0.1772,1.7884,0.499,0.7776,0.3678,0.5732,0.66,0.0621,144.4704,2.8959,1.9171,46554719256.02,14.691,1.0522,85.0051,2.4115,2.3203,0.8536,32.7869,183.6507,183.6507,-16.0257,150.862,152.9337,183.6446,166.59,-16.025,99.641,13.6929,10.0358,24.4479,27.4985,27.4985,22.7063,-3.9562,42.0774
12,000027.SZ,20190822,20190630,0.2604,0.2604,2.6198,2.6198,0.995,0.7431,2.4042,116771329.36,915470805.05,3707067726.33,0.9308,0.8827,0.6072,1.6462,0.4893,0.2979,0.1188,1176398106.17,2341708892.5,3564995373.92,-1236827087.7861,-391317209.4161,12752077463.16,4482420653.3,42527620743.58,38601203964.07,18364685849.15,-1599334496.29,4826827033.22,72609268992.83,12477557010.23,0.2604,5.9237,0.495,3.1473,-0.1948,0.5907,-0.312,-0.0987,11.1443,35.6924,64.3076,15.5535,11.1443,1.1285,5.2703,9.1547,,88.6734,13.0952,22.5465,4.0834,4.2,3.6215,2.6775,1.3234,2.6461,8.1668,5.355,66.5178,2.9867,3.4597,23.9364,76.0636,20.4407,58.5705,36.4745,38.661,61.339,0.0849,1.9867,0.4432,0.6227,0.3073,0.4318,0.4758,0.0328,141.7139,2.6468,1.1803,43968232578.72,13.7448,0.9794,87.2303,2.5041,2.4734,0.838,2.9818,92.1771,92.1771,115.5923,87.1072,90.7741,92.2107,76.22,115.5959,52.2405,11.4336,5.6067,10.0093,30.138,30.138,48.0967,105.475,26.2546
