,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,000001.SZ,20220310,20211231,1.73,1.73,8.7284,8.7284,4.1645,0.5555,7.9551,106000000.0,36230000000.0,,,,,,,,0.0361,30105000000.0,,,,,,,,,,,,,165158000000.0,1.8724,16.7734,-9.93,8.5107,-2.7686,,,,21.452,,,,21.452,,28.301,,,,27.1485,,9.5674,10.85,9.5395,,0.7739,,9.5674,,91.9647,12.4451,12.362,,,,,,,,,11.4451,0.0874,,,,,-0.0426,,0.7739,0.7739,12532000000.0,27.086,,,1.8363,1.8457,0.1473,-158.6164,23.5714,23.5714,-1096.3855,24.5902,24.8272,25.6084,25.6,-1092.5809,15.661,10.6,10.1346,8.6005,10.317,10.317,14.103,-36.4784,8.6005
1,000001.SZ,20211021,20210930,1.4,1.4,6.5542,6.5542,4.1645,0.5555,7.9357,143000000.0,28992000000.0,,,,,,,,0.0273,24747000000.0,,,,,,,,,,,,,164782000000.0,1.5013,16.4338,-6.48,8.4913,-0.2145,,,,22.9067,,,,22.9067,,27.8088,,,,28.9559,,7.7385,8.86,7.7005,,0.6251,,10.318,,91.9874,12.4803,12.3794,,,,,,,,,11.4803,0.0871,,,,,-0.0282,,0.8335,0.6251,11926000000.0,28.9229,,,3.016,2.9975,0.2413,-23.1381,26.1261,26.1261,-510.1,27.3346,27.6174,30.0786,29.9,-509.8247,20.014,8.4,8.606,6.7907,9.116,9.116,11.1779,51.9502,8.3861
2,000001.SZ,20210820,20210630,0.8,0.8,4.3636,4.3636,4.1645,0.5555,7.3812,72000000.0,17511000000.0,,,,,,,,0.0184,14570000000.0,,,,,,,,,,,,,154020000000.0,0.9061,15.8327,-5.98,7.9367,0.9877,,,,20.7641,,,,20.7641,,27.35,,,,26.4702,,4.7437,5.17,4.7243,,0.3826,,9.4874,,92.0146,12.5229,12.3995,,,,,,,,,11.5228,0.0868,,,,,-0.0267,,0.7652,0.3826,12084000000.0,26.3829,,,1.9874,1.9738,0.1603,-243.4463,21.2121,21.2121,-353.0303,26.9324,27.0313,28.5495,28.9,-351.8507,19.7581,4.4,5.7067,3.5872,8.1095,8.1095,6.1631,-26.6301,7.341
3,000001.SZ,20210820,20210630,,,4.3636,4.3636,4.1645,0.5555,7.3812,,,,,,,,,,0.0184,14570000000.0,,,,,,,,,,,,,154020000000.0,0.9061,15.8327,-5.9761,7.9367,0.9877,,,,20.7641,,,,20.7641,,27.35,,,,26.4702,,4.7437,,,,0.3826,,9.4874,,92.0146,12.5229,12.3995,,,,,,,,,11.5228,0.0868,,,,,-0.0267,,0.7652,0.3826,12084000000.0,26.3829,,,1.9874,,0.1603,-243.4463,21.2121,21.2121,-352.7348,26.9324,27.0313,28.5495,,-351.8507,19.7581,4.4401,5.7067,3.5872,8.1095,8.1095,6.1631,-26.6301,7.341
4,000001.SZ,20210421,20210331,0.42,0.42,2.1534,2.1534,4.1645,0.5555,7.1775,21000000.0,10111000000.0,,,,,,,,0.0092,9412000000.0,,,,,,,,,,,,,150068000000.0,0.5221,15.5969,-0.6,7.7331,0.2288,,,,24.2462,,,,24.2462,,28.1181,,,,30.9395,,2.7505,2.72,2.7448,,0.2241,,11.002,,91.8518,12.2726,12.2722,,,,,,,,,11.2726,0.0887,,,,,-0.0028,,0.8964,0.2241,12350000000.0,30.8079,,,2.7505,2.7448,0.2241,-27.6467,5.0,5.0,-164.5,17.5577,17.4849,18.5307,18.9,-164.1619,12.0852,2.9,2.3377,2.3305,10.183,10.183,10.183,61.8958,5.7505
5,000001.SZ,20210202,20201231,1.4,1.4,7.9121,7.9121,4.1645,0.5555,6.7601,88000000.0,28840000000.0,,,,,,,,0.0365,26609000000.0,,,,,,,,,,,,,141967000000.0,1.4907,15.1596,-0.83,7.3156,5.1475,,,,18.8404,,,,18.8404,,29.106,,,,24.0384,,8.5445,9.58,8.5185,,0.6881,,8.5445,,91.8512,12.2717,12.4168,,,,,,,,,11.2717,0.0887,,,,,-0.0039,,0.6881,0.6881,11466000000.0,23.9374,,,1.8066,1.8049,0.1481,-126.7213,-9.0909,-3.4483,59.7087,1.7085,1.4183,2.5998,2.7,59.6227,-11.812,7.7,13.4408,16.3421,11.2962,11.2962,5.6514,-29.1016,16.3421
6,000001.SZ,20210202,20201231,1.4,1.4,7.9121,7.9121,4.1645,0.5555,6.7601,88000000.0,28840000000.0,,,,,,,,0.0365,26609000000.0,,,,,,,,,,,,,141967000000.0,1.4907,15.1596,-0.83,7.3156,5.1475,,,,18.8404,,,,18.8404,,29.106,,,,24.0384,,8.5445,9.58,8.5185,,0.6881,,8.5445,,91.8512,12.2717,12.4168,,,,,,,,,11.2717,0.0887,,,,,-0.0039,,0.6881,0.6881,11466000000.0,23.9374,,,1.8066,1.8049,0.1481,-126.7213,-9.0909,-3.4483,59.7087,1.7085,1.4183,2.5998,2.7,59.6227,-11.812,7.7,13.4408,16.3421,11.2962,11.2962,5.6514,-29.1016,16.3421
7,000001.SZ,20201022,20200930,1.11,1.11,6.0066,6.0066,4.1645,0.5555,6.7332,82000000.0,22316000000.0,,,,,,,,0.0281,19814000000.0,,,,,,,,,,,,,141445000000.0,1.1542,14.8834,1.58,7.2887,5.8751,,,,19.2152,,,,19.2152,,27.5342,,,,24.813,,6.6685,7.63,6.6441,,0.5406,,8.8913,,91.7465,12.1161,12.3349,,,,,,,,,11.1161,0.09,,,,,0.0077,,0.7208,0.5406,10860000000.0,24.7298,,,2.4558,2.4586,0.2046,147.4108,-15.9091,-15.9091,-63.7,-5.8282,-6.0308,-5.1776,-5.1,-63.6624,-23.8629,5.8,10.354,14.6295,13.2151,13.2151,8.8445,69.1037,24.5417
8,000001.SZ,20200828,20200630,0.66,0.66,4.0363,4.0363,4.1645,0.5555,6.2838,92000000.0,13586000000.0,,,,,,,,0.0193,9402000000.0,,,,,,,,,,,,,132725000000.0,0.7048,14.5034,-1.32,6.8394,0.9583,,,,17.4625,,,,17.4625,,27.2955,,,,22.5449,,4.1175,4.59,4.0898,,0.337,,8.235,,91.5906,11.8915,12.2184,,,,,,,,,10.8915,0.0918,,,,,-0.0067,,0.674,0.337,10909000000.0,22.453,,,1.4579,1.4437,0.1235,-108.0516,-22.3529,-15.3846,-185.7,-11.868,-12.0782,-11.1991,-11.3,-197.102,-35.1543,3.1,6.0814,12.2735,15.4786,15.4786,14.2817,-39.4344,36.9419
9,000001.SZ,20200421,20200331,0.4,0.4,1.9543,1.9543,4.1645,0.5555,6.2375,42000000.0,8506000000.0,,,,,,,,0.0094,7555000000.0,,,,,,,,,,,,,131825000000.0,0.4405,14.5528,0.93,6.793,-0.0628,,,,22.5386,,,,22.5386,,27.9439,,,,28.9986,,2.5695,2.77,2.5569,,0.2118,,10.278,,91.4731,11.7276,12.1312,,,,,,,,,10.7277,0.0932,,,,,0.0048,,0.8472,0.2118,11025000000.0,28.8931,,,2.5695,2.5569,0.2118,47.4318,5.2632,11.1111,-70.0,13.7685,13.3078,14.7999,14.6,-66.1759,-18.2425,3.4,4.9054,12.5796,16.7816,16.7816,16.7816,97.2382,40.4152
10,000001.SZ,20200214,20191231,1.54,1.45,7.109,7.109,4.1645,0.5555,5.842,109000000.0,28086000000.0,,,,,,,,0.0375,25145000000.0,,,140998698537.5276,,,,,,,,,,124151000000.0,1.4529,14.0696,-2.06,6.3976,0.8893,,,,20.4374,,,,20.4374,,29.6119,,,,26.3044,,10.1966,11.3,10.1572,,0.7664,,10.1966,,92.0544,12.5856,13.3044,,,,,,,,,11.5856,0.0863,,,,,-0.011,,0.7664,0.7664,11339000000.0,26.2689,,,1.522,1.517,0.1196,-355.7286,10.7914,4.3165,38.3234,12.3325,12.4383,13.6071,13.7,30.1764,-12.8692,9.8,15.2249,30.3868,18.1997,18.1997,16.4648,-47.7707,30.3868
11,000001.SZ,20191022,20190930,1.32,1.32,5.3055,5.3055,4.1645,0.5555,5.9411,94000000.0,23527000000.0,,,,,,,,0.0289,21921000000.0,,,,,,,,,,,,,126074000000.0,1.2172,13.8163,4.35,6.4967,-0.1569,,,,22.9424,,,,22.9424,,29.4266,,0.405,,29.8306,,8.9454,9.71,8.9098,,0.6629,,11.9272,,92.2304,12.8707,13.4938,,,,,,,,,11.8706,0.0842,,,,,0.0247,,0.8839,0.6629,10798000000.0,29.7947,,,3.0176,3.015,0.2252,165.2424,15.7895,15.7895,759.0909,15.4017,15.4709,15.4722,15.6,846.9496,-5.7091,7.8,8.4564,20.0094,18.8013,18.8013,19.393,2.9508,22.4639
12,000001.SZ,20190808,20190630,0.85,0.78,3.9504,3.9504,3.2886,0.6279,6.2362,87000000.0,15316000000.0,,,,,,,,0.0194,14277000000.0,,,22891574763.7854,,,,,,,,,,117857000000.0,0.8971,13.5658,1.54,6.8641,-0.0129,,,,22.7086,,,,22.7086,,29.4579,,,,29.5405,,6.2028,6.32,6.1678,,0.4395,,12.4056,,92.8538,13.9935,14.1134,,,,,,,,,12.9935,0.077,,,,,0.0079,,0.879,0.4395,10775000000.0,29.4903,,,3.1355,3.1107,0.2235,-75.6711,16.4384,6.8493,258.1,15.1419,15.1782,15.1885,14.9,254.554,2.4119,7.5,5.0364,6.8992,18.4972,18.4972,21.0098,7.2722,12.4756
13,000001.SZ,20190424,20190331,0.38,0.36,1.8914,1.8914,3.2886,0.6279,5.9178,24000000.0,7422000000.0,,,,,,,,0.0093,7542000000.0,,,,,,,,,,,,,112390000000.0,0.4337,13.2359,3.1,6.5457,2.2808,,,,22.9277,,,,22.9277,,29.6219,,,,29.7666,,3.0331,2.91,3.0233,,0.2143,,12.1324,,92.8916,14.0679,14.1529,,,,,,,,,13.0679,0.0765,,,,,0.0162,,0.8572,0.2143,10821000000.0,29.7789,,,3.0331,3.0233,0.2143,163.764,15.1515,9.0909,28.6,12.6165,12.8867,12.9037,13.2,28.3336,0.5096,5.0,3.2642,4.5392,15.8781,15.8781,15.8781,69.8647,12.3313
14,000001.SZ,20190307,20181231,1.39,1.39,6.7977,6.7977,3.2886,0.6279,5.5351,118000000.0,24700000000.0,,,,,,,,0.035,21801000000.0,,,132987870528.3733,,,,,,,,,,105818000000.0,1.4454,12.8182,-3.34,6.163,1.443,,,,21.2636,,,,21.2636,,30.3223,,,,27.6783,,10.7415,11.49,10.6904,,0.7445,,10.7415,,92.9783,14.2416,14.4279,,,,,,,,,13.2416,0.0755,,,,,-0.018,,0.7445,0.7445,11093000000.0,27.6149,,,1.8356,1.8318,0.1289,-153.1113,6.9231,6.9231,51.7341,6.8888,6.8773,7.0249,6.6,51.7402,-0.9952,8.9,5.2369,8.1007,10.3322,10.3322,15.7895,-38.2219,8.1007
15,000001.SZ,20181024,20180930,1.14,1.14,5.0474,5.0474,3.2886,0.6279,5.3566,109000000.0,20347000000.0,,,,,,,,0.0263,18328000000.0,,,,,,,,,,,,,102754000000.0,1.1914,12.538,-0.66,5.9845,1.6066,,,,23.6038,,,,23.6038,,29.5174,,0.0635,,30.7094,,8.9467,9.48,8.899,,0.6198,,11.9289,,92.9825,14.2501,14.4342,,,,,,,,,13.2501,0.0755,,,,,-0.0036,,0.8264,0.6198,9568000000.0,30.654,,,3.0576,3.0304,0.2109,-63.7766,7.5472,7.5472,92.8261,6.4603,6.5239,6.8031,6.4,92.8412,-0.97,6.5,3.1886,5.9341,8.558,8.558,14.2064,4.4681,7.8492
16,000001.SZ,20180816,20180630,0.73,0.73,3.3338,3.3338,3.2886,0.6279,4.944,46000000.0,13326000000.0,,,,,,,,0.0173,15645000000.0,,,31659686704.6698,,,,,,,,,,95670000000.0,0.7788,12.1251,0.43,5.5719,4.8854,,,,23.3609,,,,23.3609,,29.6641,,0.1083,,30.4013,,5.9405,6.13,5.9201,,0.4042,,11.881,,93.225,14.7601,14.6956,,,,,,,,,13.7602,0.0727,,,,,0.0024,,0.8084,0.4042,8730000000.0,30.3401,,,3.0018,2.9991,0.2021,-116.3341,7.3529,7.3529,105.7564,5.6973,5.6901,6.5159,6.5,105.816,-1.2751,3.1,3.6609,2.7412,5.8666,5.8666,10.9023,2.726,7.8916
17,000001.SZ,20180420,20180331,0.33,0.33,1.6323,1.6323,3.2886,0.6279,4.6852,40000000.0,6555000000.0,,,,,,,,0.0085,7915000000.0,,,,,,,,,,,,,91226000000.0,0.3841,11.8485,2.41,5.3131,3.1371,,,,23.5317,,,,23.5317,,30.3647,,38.0754,,30.6287,,2.9611,2.79,2.9431,,0.2002,,11.8444,,93.3088,14.945,14.7876,,,,,,,,,13.945,0.0717,,,,,0.0133,,0.8008,0.2002,8076000000.0,30.568,,,2.9611,2.9431,0.2002,147.8698,6.4516,6.4516,135.9701,4.1495,4.0948,6.1313,5.5,136.034,-1.3048,0.7,2.7735,0.6021,1.082,1.082,1.082,64.35,7.5345
18,000001.SZ,20180315,20171231,1.3,1.3,6.1611,6.1611,3.2886,0.6279,4.6395,27000000.0,23162000000.0,,,,,,,,0.0341,29306000000.0,,,216217608482.2761,,,,,,,,,,90442000000.0,1.3506,11.7706,-6.92,5.2674,-5.6139,,,,21.9207,,,,21.9207,,29.8868,,40.5772,,28.5699,,10.9324,11.62,10.9197,,0.7478,,10.9324,,93.1644,14.6293,14.6194,,,,,,,,,13.6292,0.0734,,,,,-0.0392,,0.7478,0.7478,8245000000.0,28.5076,,,1.8339,1.832,0.1264,151.0692,-1.5152,-1.5152,-1181.25,1.491,0.7416,2.6107,2.46,-1180.8991,-6.5772,10.91,9.9897,9.8347,-1.7908,-1.7908,0.8001,-38.7834,9.8347
19,000001.SZ,20171021,20170930,1.06,1.06,4.6496,4.6496,3.2886,0.6279,4.6423,23000000.0,19130000000.0,,,,,,,,0.0262,23940000000.0,,,,,,,,,,,,,90490000000.0,1.1155,11.5409,-9.2,5.2702,-6.2592,,,,23.9913,,,,23.9913,,26.6406,,41.1108,,31.3154,,9.1144,9.6,9.1034,,0.6289,,12.1525,,93.0482,14.3848,14.4924,,,,,,,,,13.3848,0.0747,,,,,-0.0541,,0.8385,0.6289,8095000000.0,31.239,,,3.0724,3.0813,0.2119,-115.7104,-2.7523,-2.7523,-3.2548,1.8537,1.5432,2.3185,2.26,-3.2986,-7.0089,8.77,6.2316,7.8844,-2.6047,-2.6047,-5.2906,3.5437,10.0304
20,000001.SZ,20170811,20170630,0.68,0.68,3.1493,3.1493,3.2886,0.6279,4.258,42000000.0,12512000000.0,,,,,,,,0.0179,15599000000.0,,,181419458617.332,,,,,,,,,,83891000000.0,0.7312,11.1532,-7.47,4.8859,-6.3548,,,,23.2168,,,,23.2168,,24.7554,,43.8592,,30.4551,,6.0702,6.21,6.0499,,0.4153,,12.1404,,93.1616,14.6233,14.6161,,,,,,,,,13.6232,0.0734,,,,,-0.0445,,0.8306,0.4153,8174000000.0,30.3885,,,3.0249,3.0058,0.2079,-49.9678,-5.5556,-5.5556,-287.0466,1.9312,1.7209,2.1315,1.77,-286.1076,-7.4096,5.09,4.6965,4.5917,-1.2708,-1.2708,-3.2162,0.1458,10.3046
21,000001.SZ,20170422,20170331,0.31,0.31,1.614,1.614,3.2886,0.6279,4.0468,2000000.0,6212000000.0,,,,,,,,0.0093,7597000000.0,,,,,,,,,,,,,80264000000.0,0.3619,10.9369,-6.7,4.6747,-6.6006,,,,22.4235,,,,22.4235,,24.5525,,44.8686,,29.6911,,3.0319,2.89,3.0309,,0.2085,,12.1276,,93.0896,14.4709,14.5389,,,,,,,,,13.471,0.0742,,,,,-0.0411,,0.834,0.2085,8340000000.0,29.6983,,,3.0319,3.0309,0.2085,-415.0115,-11.4286,-11.4286,-294.2,2.6703,2.5034,2.1032,2.26,-294.0474,-7.8103,3.11,1.7864,2.7541,0.6538,0.6538,0.6538,57.2029,10.7534
22,000001.SZ,20170317,20161231,1.32,1.32,6.2734,6.2734,3.2886,0.6279,3.7358,-7000000.0,22606000000.0,,,,,,,,0.0395,26480000000.0,,,90406328645.3984,,,,,,,,,,74924000000.0,1.3162,10.6126,0.64,4.3637,-1.6265,,,,20.9804,,,,20.9804,,25.9695,,43.1862,,27.6461,,12.4283,13.18,12.4321,,0.8277,,12.4283,,93.1547,14.6086,15.0152,,,,,,,,,13.6086,0.0735,,,,,0.004,,0.8277,0.8277,8537000000.0,27.7909,,,1.9381,1.9476,0.1351,636.6994,1.5385,1.5385,592.3077,3.0594,3.7752,3.357,3.21,701.8072,-17.4355,12.75,17.8005,25.1833,12.0129,12.0129,2.9427,-37.6088,25.1833
23,000001.SZ,20161021,20160930,1.09,1.09,4.7739,4.7739,3.2886,0.4963,4.0456,12000000.0,18707000000.0,,,,,,,,0.0309,21401000000.0,,,,,,,,,,,,,77984000000.0,1.0902,10.3829,-8.91,4.5419,-7.3145,,,,22.837,,,,22.837,,27.7035,,38.5699,,29.9446,,10.4073,11.02,10.4006,,0.7066,,13.8764,,92.8982,14.0809,14.7289,,,,,,,,,13.0809,0.0764,,,,,-0.059,,0.9421,0.7066,7618000000.0,29.9629,,,3.2965,3.2893,0.2299,-440.2515,2.8302,2.8302,-266.23,5.3207,5.4711,5.5186,5.37,-266.2684,-16.3551,10.31,11.3312,22.7418,15.2013,15.2013,10.6685,3.0337,26.1506
24,000001.SZ,20160812,20160630,0.72,0.72,3.1898,3.1898,3.2886,0.4963,3.6713,-2000000.0,12294000000.0,,,,,,,,0.0206,14105000000.0,,,88149043580.5373,,,,,,,,,,71557000000.0,0.7159,10.0027,-1.93,4.1676,-2.807,,,,22.4434,,,,22.4434,,28.801,,36.517,,29.4984,,6.9604,7.35,6.9615,,0.4631,,13.9208,,93.156,14.6113,15.0287,,,,,,,,,13.6113,0.0735,,,,,-0.0127,,0.9262,0.4631,5538000000.0,29.4948,,,3.2726,3.2795,0.2264,-339.4867,2.8571,2.8571,-118.16,5.823,5.8654,6.1027,6.07,-118.1885,-16.4905,6.27,11.7198,18.6997,17.5931,17.5931,5.1459,1.5972,27.0546
25,000001.SZ,20160421,20160331,0.43,0.43,1.9241,1.9241,4.1461,0.5955,4.1246,11000000.0,6075000000.0,,,,,,,,0.0106,7052000000.0,,,,,,,,,,,,,67540000000.0,0.4253,11.714,4.14,4.7201,1.1319,,,,22.1052,,,,22.1052,,29.3477,,34.6869,,29.1079,,3.487,3.7,3.4807,,0.2346,,13.948,,93.0042,14.2943,14.8633,,,,,,,,,13.2942,0.0752,,,,,0.0238,,0.9384,0.2346,4879000000.0,29.1624,,,3.487,3.4807,0.2346,215.2695,4.878,4.878,392.86,7.6138,7.9602,8.1187,7.77,415.5981,-21.201,3.72,6.9404,16.1418,33.1914,33.1914,33.1914,43.3631,37.2081
26,000001.SZ,20160310,20151231,1.56,1.56,6.7205,6.7205,4.1461,0.5955,3.6993,-37000000.0,21902000000.0,,,,,,,,0.041,25437000000.0,,,75025488317.271,,,,,,,,,,61454000000.0,1.5281,11.2866,-0.13,4.2948,5.4431,,,,22.7374,,,,22.7374,,31.3135,,31.7014,,30.0479,,14.953,14.94,14.9783,,0.9317,,14.953,,93.5584,15.5241,16.0493,,,,,,,,,14.5241,0.0689,,,,,-0.0008,,0.9317,0.9317,5000000000.0,29.997,,,2.5892,2.6036,0.1616,-375.079,8.3333,8.3333,-107.03,10.093,10.1245,10.4181,10.39,-107.2114,-10.4697,18.18,14.6671,23.3305,30.9998,30.9998,33.3493,-30.4553,23.3305
27,000001.SZ,20151023,20150930,1.27,1.27,4.9725,4.9725,4.1461,0.4427,4.1517,-14000000.0,17754000000.0,,,,,,,,0.0297,20698000000.0,,,,,,,,,,,,,65741000000.0,1.2398,10.9816,6.43,4.5944,15.1236,,,,24.9325,,,,24.9325,,32.1368,,28.0175,,32.7538,,12.3158,12.39,12.3255,,0.7414,,16.4211,,93.9541,16.5401,16.6115,,,,,,,,,15.5402,0.0643,,,,,0.0377,,0.9885,0.7414,4551000000.0,32.7271,,,3.9965,4.0017,0.2381,-368.381,11.4035,11.4035,1792.11,12.1997,12.2325,13.0368,13.0,1900.4502,-8.8316,14.97,18.8707,19.9979,30.1934,30.1934,23.3909,2.7877,23.9869
28,000001.SZ,20150814,20150630,0.84,0.84,3.2549,3.2549,4.1461,0.4427,3.7216,-6000000.0,11591000000.0,,,,,,,,0.0196,13593000000.0,,,-150032473622.1246,,,,,,,,,,59587000000.0,0.8096,10.5444,12.76,4.1643,14.2658,,,,24.8739,,,,24.8739,,32.2169,,27.7466,,32.7794,,8.2213,8.41,8.2256,,0.4871,,16.4426,,94.1303,17.0366,16.8789,,,,,,,,,16.0368,0.0624,,,,,0.0754,,0.9742,0.4871,3797000000.0,32.7622,,,4.1421,4.1407,0.2443,660.2339,15.0685,15.0685,227.18,14.4024,14.4883,15.0218,14.93,241.6479,-7.8026,10.35,17.5649,15.2204,34.0944,34.0944,39.0222,5.0087,24.7561
29,000001.SZ,20150424,20150331,0.41,0.41,1.8093,1.8093,4.5751,0.5544,4.3138,-8000000.0,5637000000.0,,,,,,,,0.0092,7339000000.0,,,,,,,,,,,,,55619000000.0,0.4927,11.9653,0.84,4.8682,2.0641,,,,27.2314,,,,27.2314,,33.3849,,22.9839,,36.0263,,4.2062,4.21,4.2122,,0.2507,,16.8248,,94.0687,16.8597,16.7801,,,,,,,,,15.8596,0.0631,,,,,0.0053,,1.0028,0.2507,3806000000.0,35.9779,,,4.2062,4.2122,0.2507,55.6093,10.8108,10.8108,-80.82,10.9505,11.0497,11.3771,11.29,-80.8726,-4.4319,4.4,5.4113,4.3948,28.3913,28.3913,28.3913,36.0183,16.5422
30,000001.SZ,20150313,20141231,1.73,1.73,6.4251,6.4251,4.5751,0.5544,3.8211,-39000000.0,19841000000.0,,,,,,,,0.036,23476000000.0,,,15934246163.2435,,,,,,,,,,49990000000.0,1.7332,11.4616,2.22,4.3755,0.2059,,,,26.9756,,,,26.9756,,36.329,,20.449,,35.7541,,16.2959,16.35,16.328,,0.9711,,16.2959,,94.0109,16.697,16.7806,,,,,,,,,15.697,0.0637,,,,,0.0123,,0.9711,0.9711,3922000000.0,35.6832,,,3.1884,3.2055,0.1897,162.2414,11.6129,11.6129,-72.32,31.5259,30.7086,30.0112,30.83,-72.3793,11.2783,16.82,15.5792,16.8343,40.6561,40.6561,26.3541,-26.2726,16.8343
31,000001.SZ,20141024,20140930,1.37,1.37,4.7835,4.7835,4.5751,0.3811,3.8629,-17000000.0,15711000000.0,,,,,,,,0.0271,17492000000.0,,,,,,,,,,,,,48488000000.0,1.3737,11.0929,-0.45,4.244,0.1536,,,,28.7168,,,,28.7168,,36.6983,,17.7508,,38.0066,,13.1431,13.16,13.1574,,0.7777,,17.5241,,94.0898,16.9199,16.9004,,,,,,,,,15.9199,0.0628,,,,,-0.0025,,1.0369,0.7777,3641000000.0,37.9645,,,4.5398,4.543,0.2627,-293.8699,15.1261,15.1261,-104.39,35.6961,34.8586,34.1826,35.01,-105.0673,0.4898,13.05,13.3537,13.0754,46.3409,46.3409,43.0994,11.9554,33.5286
32,000001.SZ,20140814,20140630,0.88,0.88,3.0401,3.0401,4.3886,0.3811,3.3709,-13000000.0,10085000000.0,,,,,,,,0.0172,11024000000.0,,,-34047923769.5078,,,,,,,,,,42866000000.0,0.8816,10.5856,4.68,3.7519,4.419,,,,28.9984,,,,28.9984,,37.5867,,16.2727,,38.4217,,8.6447,8.62,8.6559,,0.5001,,17.2894,,94.3393,17.6657,17.2869,,,,,,,,,16.6656,0.06,,,,,0.0265,,1.0002,0.5001,3595000000.0,38.3727,,,4.2126,4.2142,0.2371,-35.8128,14.2857,14.2857,59.73,34.8797,34.5447,33.7405,34.07,85.5,1.231,7.9,12.937,7.9041,48.2669,48.2669,47.5998,-1.177,32.1142
33,000001.SZ,20140424,20140331,0.53,0.53,1.691,1.691,5.451,0.4573,3.6779,-11000000.0,5065000000.0,,,,,,,,0.0081,5412000000.0,,,,,,,,,,,,,39371000000.0,0.5308,12.3201,6.31,4.1352,8.1842,,,,31.3913,,,,31.3913,,37.6522,,12.8385,,41.6894,,4.4066,4.41,4.4162,,0.2534,,17.6264,,94.4066,17.8782,17.3896,,,,,,,,,16.8781,0.0592,,,,,0.0304,,1.0136,0.2534,3694000000.0,41.5963,,,4.4066,4.4162,0.2534,373.2733,20.4545,20.4545,266.86,42.2938,41.9457,40.8192,41.16,325.6463,6.5556,4.66,10.8557,4.6565,49.0465,49.0465,49.0465,44.4062,32.1556
34,000001.SZ,20140307,20131231,1.86,1.86,5.4815,5.4815,5.4337,0.4573,3.147,65000000.0,15166000000.0,,,,,,,,0.0298,19060000000.0,,,-65680996257.485,,,,,,,,,,34317000000.0,1.5997,11.772,9.63,3.6043,0.9492,,,,29.1843,,,,29.1843,,40.773,,13.202,,38.236,,15.4724,16.57,15.4064,,0.8708,,15.4724,,94.0752,16.8782,17.7686,,,,,,,,,15.8783,0.063,,,,,0.0515,,0.8708,0.8708,3810000000.0,38.3989,,,3.4156,3.4098,0.1887,-61.6343,13.4146,13.4146,-57.52,13.7491,14.175,13.6387,13.31,-50.6699,-14.0224,13.72,17.7527,32.1725,31.2964,31.2964,45.273,-14.1326,32.1725
35,000001.SZ,20131023,20130930,1.43,1.43,4.5559,4.5559,4.8098,0.3452,3.7608,59000000.0,11637000000.0,,,,,,,,0.0216,14526000000.0,,,,,,,,,,,,,33657000000.0,1.4269,11.579,12.3,4.106,-0.4377,,,,31.3188,,,,31.3188,,39.5662,,11.5839,,40.9881,,13.0164,12.96,12.9507,,0.6756,,17.3552,,94.8851,19.5507,19.265,,,,,,,,,18.5507,0.0539,,,,,0.0573,,0.9008,0.6756,3496000000.0,41.1969,,,4.4676,4.4139,0.2262,517.4438,14.4,14.4,21.79,14.5819,14.7107,14.2522,14.23,21.7919,-1.6305,11.93,15.5043,11.927,26.4603,26.4603,40.525,4.5586,16.1358
